SNo,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
20,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,OPEN,516,490
,,,,,,,
1,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,ST,281,281
2,Round 1,National Institute of Technology Meghalaya,Structural Engineering,G1,ST,297,270
3,Round 1,National Institute of Technology Nagaland,Power Systems Engineering,G1,OBC-NCL,341,322
4,Round 1,National Institute of Technology Patna,Power System Engineering,G1,ST,266,266
5,Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,ST,284,284
6,Round 1,National Institute of Technology Raipur,M.Tech in Power System & Power Electronics,G1,EWS,323,323
7,Round 1,National Institute of Technology Raipur,Information Technology,G3,OPEN,512,512
8,Round 1,National Institute of Technology Raipur,Structural Engineering,G1,OBC-NCL,393,370
9,Round 1,National Institute of Technology Sikkim,M.Tech in Communication and Signal Processing,G1,ST,183,183
10,Round 1,National Institute of Technology Arunachal Pradesh,VLSI Design & Embedded Systems,G1,EWS,345,345
11,Round 1,"National Institute of Technology, Jamshedpur",Data Science and Engineering,G1,OPEN,620,556
12,Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,G1,OPEN,400,395
13,Round 1,"National Institute of Technology, Jamshedpur",Machine Design,G1,SC,298,265
14,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,ST,253,244
15,Round 1,"National Institute of Technology, Jamshedpur",Smart Manufacturing,G1,SC,277,258
16,Round 1,"National Institute of Technology, Kurukshetra",Control System,G1,EWS,376,376
17,Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,OBC-NCL,420,413
18,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,EWS,363,363
19,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,SC,273,269
20,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,OPEN,437,420
,,,,,,,
1,Round 1,"National Institute of Technology, Manipur",Structural Engineering,G1,OPEN,399,352
2,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,EWS,440,440
3,Round 1,National Institute of Technology Mizoram,Microelectronics and VLSI System Design,G1,ST,231,231
4,Round 1,"National Institute of Technology, Rourkela",RF and Microwave systems,G3,OPEN,484,482
5,Round 1,"National Institute of Technology, Rourkela",Thermal Science and Energy Engineering,G1,OBC-NCL,493,493
6,Round 1,"National Institute of Technology, Rourkela",Thermal Science and Energy Engineering,G2,SC,326,326
7,Round 1,"National Institute of Technology, Rourkela",Industrial Refrigeration and Cryogenic Engineering,G1,OPEN,445,445
8,Round 1,"National Institute of Technology, Rourkela",Industrial Refrigeration and Cryogenic Engineering,G3,ST,245,245
9,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G2,OPEN,449,445
10,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,OPEN,726,520
11,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,EWS,417,380
12,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,OBC-NCL,525,472
13,Round 1,"National Institute of Technology, Rourkela",Environmental Engineering,G1,EWS,388,388
14,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,ST,283,283
15,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G1,OBC-NCL,432,432
16,Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,OBC-NCL,361,344
17,Round 1,National Institute of Technology Durgapur,Fluid Mechanics and Heat Transfer,G1,SC,269,261
18,Round 1,National Institute of Technology Durgapur,Machine Design,G1,OPEN,481,380
19,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,OPEN-PwD,284,284
20,Round 1,National Institute of Technology Durgapur,Electrical Engineering (Instrumentation and Control),G1,ST,262,262
,,,,,,,
1,Round 1,National Institute of Technology Goa,VLSI,G1,OBC-NCL,439,415
2,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,SC,289,271
3,Round 1,National Institute of Technology Hamirpur,Sustainable Architecture,G1,SC,276,140
4,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,OPEN,557,439
5,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,SC,411,401
6,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Condition Monitoring of Power Apparatus),G1,SC,306,284
7,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,SC,355,311
8,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,ST,311,285
9,Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,SC,301,289
10,Round 1,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,SC,359,343
11,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G1,ST,302,302
12,Round 1,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,ST,276,276
13,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,OPEN-PwD,382,382
14,Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,G1,EWS,487,482
15,Round 1,National Institute of Technology Meghalaya,Computer Science & Engineering,G1,ST,374,259
16,Round 1,National Institute of Technology Patna,Control System Engineering,G1,OBC-NCL,367,341
17,Round 1,National Institute of Technology Patna,Water Resources Engineering,G1,EWS,347,347
18,Round 1,National Institute of Technology Puducherry,Power Electronics,G1,ST,253,253
19,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G2,OPEN,477,459
20,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G2,ST,261,261
,,,,,,,
1,Round 1,National Institute of Technology Arunachal Pradesh,Computer Science & Engineering,G1,OBC-NCL,454,412
2,Round 1,"National Institute of Technology, Jamshedpur",VLSI and Embedded Systems Engineering,G1,OBC-NCL,454,434
3,Round 1,"National Institute of Technology, Jamshedpur",Data Science and Engineering,G1,SC,404,368
4,Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,G1,SC,293,290
5,Round 1,"National Institute of Technology, Kurukshetra",Materials Science and Nanotechnology,G1,OBC-NCL,385,382
6,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),G1,OBC-NCL,558,540
7,Round 1,"National Institute of Technology, Kurukshetra",Environmental Engineering,G1,EWS,312,312
8,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,ST,275,275
9,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OBC-NCL,371,358
10,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OBC-NCL,382,377
11,Round 1,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,OPEN,539,469
12,Round 1,"National Institute of Technology, Manipur",Communication & Signal Processing,G1,SC,246,246
13,Round 1,"National Institute of Technology, Manipur",VLSI Design & Embedded Systems,G1,SC,290,290
14,Round 1,"National Institute of Technology, Rourkela",RF and Microwave systems,G1,EWS,427,427
15,Round 1,"National Institute of Technology, Rourkela",Thermal Science and Energy Engineering,G3,OPEN,490,457
16,Round 1,"National Institute of Technology, Rourkela",Thermal Science and Energy Engineering,G3,ST,261,261
17,Round 1,"National Institute of Technology, Rourkela",Industrial Refrigeration and Cryogenic Engineering,G3,SC,273,253
18,Round 1,"National Institute of Technology, Rourkela",Mechanical Systems Design and Control,G2,SC,371,371
19,Round 1,National Institute of Technology Raipur,M.Tech in Planning (with specialization in Urban Planning),G1,EWS,341,341
20,Round 1,National Institute of Technology Raipur,Energy and Environment,G1,SC,293,278
,,,,,,,
1,Round 1,National Institute of Technology Raipur,Energy and Environment,G1,ST,284,284
2,Round 1,National Institute of Technology Raipur,Machine Design,G1,SC,257,257
3,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G1,EWS,450,450
4,Round 1,National Institute of Technology Sikkim,M.Tech in Artificial Intelligence and Machine Learning,G1,SC,378,338
5,Round 1,National Institute of Technology Sikkim,M.Tech in Artificial Intelligence and Machine Learning,G1,ST,239,239
6,Round 1,National Institute of Technology Sikkim,M.Tech in VLSI and Embedded Systems,G1,OBC-NCL,393,380
7,Round 1,National Institute of Technology Sikkim,M.Tech in Electrical Engineering (Power Electronics and Drives),G1,OBC-NCL,350,341
8,Round 1,"National Institute of Technology, Jamshedpur",Corrosion Science and Coating Technology,G1,SC,238,193
9,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,EWS,323,319
10,Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,G1,EWS,505,501
11,Round 1,"National Institute of Technology, Jamshedpur",Thermal Engineering,G1,ST,249,249
12,Round 1,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,SC,285,277
13,Round 1,"National Institute of Technology, Manipur",Communication & Signal Processing,G1,OBC-NCL,335,330
14,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,ST,283,283
15,Round 1,National Institute of Technology Mizoram,Power & Energy Systems Engineering,G1,SC,266,266
16,Round 1,National Institute of Technology Mizoram,Microelectronics and VLSI System Design,G1,SC,286,286
17,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Geotechnical Engineering,G1,ST,267,267
18,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,OPEN,607,443
19,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,G1,OBC-NCL,566,537
20,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,OPEN,392,357
,,,,,,,
1,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,OPEN,537,403
2,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,SC,275,275
3,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,ST,275,275
4,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,G1,OPEN,534,494
5,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",RF and Photonics,G1,SC,276,266
6,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control System & Instrumentation,G1,ST,246,246
7,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Manufacturing Technology,G1,SC,265,257
8,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Materials Engineering,G1,OBC-NCL,333,333
9,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",G1,EWS,332,332
10,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,OBC-NCL,419,385
11,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,SC,353,352
12,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,ST,243,243
13,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech.- PhD in Bioinformatics,G1,OPEN,599,599
14,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,OBC-NCL,326,307
15,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,G1,OBC-NCL,469,454
16,Round 1,Indian Institute of Information Technology Tiruchirappalli,VLSI Systems,G1,OPEN,718,429
17,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Drones and IoT,G1,SC,328,325
18,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,G1,EWS,393,346
19,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,OPEN,506,485
20,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Smart Manufacturing,G1,OPEN,375,375
,,,,,,,
1,Round 1,"Indian Institute of Information Technology, Bhagalpur, Bihar",Artificial Intelligence & Data Science,G1,OPEN,514,491
2,Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,G1,EWS,434,433
3,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Artificial Intelligence,G1,OPEN,661,527
4,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Electronics Design & Technology,G1,ST,253,231
5,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G1,SC,418,418
6,Round 1,School of Planning & Architecture: Vijayawada,Master of Planning (Urban and Regional Planning),G1,EWS,353,353
7,Round 1,University of Hyderabad,Artificial Intelligence,G1,OBC-NCL,469,390
8,Round 1,University of Hyderabad,Computer Science,G1,OPEN,577,474
9,Round 1,"Punjab Engineering College, Chandigarh",Electrical Engineering,G1,SC,271,266
10,Round 1,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,G1,EWS,480,454
11,Round 1,"Central Institute of Technology, Kokrajhar",Food Engineering & Technology,G1,OBC-NCL,387,387
12,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),G1,EWS,415,415
13,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,SC,359,295
14,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,ST,262,262
15,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,OPEN,359,359
16,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,OPEN,485,390
17,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,ST,320,284
18,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Electronics and Communication Engineering,G1,SC,256,243
19,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Information Technology,G1,EWS,346,344
20,Round 1,"Institute of Infrastructure, Technology, Research And Management, Ahmedabad",Communication Engineering,G1,OPEN,370,370
,,,,,,,
1,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Digital Signal Processing,G1,OPEN,481,444
2,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Materials Science and Technology,G1,ST,252,252
3,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Earth System Science,G1,SC,380,370
4,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Power Electronics,G1,OPEN,490,446
5,Round 1,"Sardar Patel University of Police, Security and Criminal Justice Jodhpur",Cyber Security,G1,EWS,353,353
6,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and Engineering (Cyber Security),G1,OPEN,469,445
7,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Machine Design,G1,SC,245,232
8,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",RF and Microwave Engineering,G1,SC,325,325
9,Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,ST,254,252
10,Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,SC,377,339
11,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,EWS,474,458
12,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,OPEN,383,366
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,OBC-NCL,355,350
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,SC,249,249
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,ST,357,357
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,EWS,325,319
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OBC-NCL,464,446
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,G1,OPEN,441,351
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,EWS,424,424
20,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,OPEN,375,360
,,,,,,,
1,Round 1,National Institute of Technology Agartala,Cyber Security,G1,OBC-NCL,442,442
2,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,OBC-NCL,364,361
3,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,OPEN,545,451
4,Round 1,National Institute of Technology Agartala,VLSI Design,G1,OPEN,497,424
5,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,SC,466,339
6,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,SC,400,400
7,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,EWS,409,405
8,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,EWS,363,350
9,Round 1,National Institute of Technology Calicut,Machine Design,G1,SC,392,359
10,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,OBC-NCL,349,334
11,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,OPEN,402,351
12,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,OPEN,578,425
13,Round 1,National Institute of Technology Calicut,Power Electronics,G1,EWS,494,494
14,Round 1,National Institute of Technology Calicut,Signal Processing,G1,EWS,474,474
15,Round 1,National Institute of Technology Calicut,Structural Engineering,G1,OPEN,681,509
16,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,OPEN,432,402
17,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),G1,ST,367,357
18,Round 1,National Institute of Technology Delhi,Civil Engineering,G1,OBC-NCL,425,425
19,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,SC,390,380
20,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,ST,281,281
,,,,,,,
1,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,ST,320,283
2,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,606,599
3,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,SC,382,382
4,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OBC-NCL,498,437
5,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,632,513
6,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL,543,519
7,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OPEN,444,420
8,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OBC-NCL,489,451
9,Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,SC,297,267
10,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,OPEN,416,350
11,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,ST,276,276
12,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,ST,312,293
13,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,ST,258,258
14,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OBC-NCL,376,354
15,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,ST,241,241
16,Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,ST,122,122
17,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,ST,266,266
18,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,OPEN,540,505
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OBC-NCL,606,595
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OBC-NCL,578,573
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OBC-NCL,478,462
2,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,EWS,339,325
3,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,ST,288,288
4,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,EWS,327,327
5,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,OPEN,514,507
6,Round 1,National Institute of Technology Agartala,Structural Engineering,G1,OBC-NCL,355,337
7,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,OBC-NCL,432,416
8,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,OPEN,433,415
9,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,ST,275,275
10,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OPEN,518,451
11,Round 1,National Institute of Technology Calicut,Machine Design,G1,ST,290,290
12,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,SC,454,439
13,Round 1,National Institute of Technology Calicut,Nanotechnology,G1,OBC-NCL,339,322
14,Round 1,National Institute of Technology Calicut,Power Systems,G1,EWS,415,415
15,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,EWS,355,352
16,Round 1,National Institute of Technology Delhi,Power & Energy Systems,G1,OBC-NCL,420,420
17,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,ST,348,348
18,Round 1,National Institute of Technology Durgapur,Power System,G1,OBC-NCL,380,358
19,Round 1,National Institute of Technology Durgapur,Artificial Intelligence & Data Science,G1,SC,427,422
20,Round 1,National Institute of Technology Goa,VLSI,G1,SC,360,328
,,,,,,,
1,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OBC-NCL,543,501
2,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OPEN,672,551
3,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,ST,264,264
4,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,EWS,351,351
5,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OBC-NCL,370,328
6,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OPEN,483,371
7,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal and Energy Engineering,G1,SC,273,273
8,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,SC,252,252
9,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,EWS,528,514
10,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OPEN,451,366
11,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,EWS,472,472
12,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,ST,300,300
13,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,OBC-NCL,555,512
14,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OBC-NCL,420,405
15,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OPEN,589,489
16,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,EWS,432,379
17,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OPEN,387,364
18,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,SC,277,277
19,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,454,428
20,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,SC,351,351
,,,,,,,
1,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OPEN,418,388
2,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,ST,441,349
3,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,EWS,584,584
4,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,EWS,487,487
5,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,OPEN,420,350
6,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OPEN,565,486
7,Round 1,Maulana Azad National Institute of Technology Bhopal,Materials Science & Technology,G1,SC,253,247
8,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,SC,403,383
9,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,ST,340,340
10,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,EWS,322,322
11,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,SC,364,360
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OBC-NCL,435,391
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,EWS,401,381
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,EWS,411,360
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,ST,257,257
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,EWS,434,420
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,EWS,650,646
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,OPEN,408,355
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,EWS,421,421
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,EWS,610,603
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,EWS,379,367
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,SC,429,410
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OPEN,560,464
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,G1,ST,245,245
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,EWS,446,444
6,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,OBC-NCL,339,335
7,Round 1,National Institute of Technology Agartala,Cyber Security,G1,EWS,467,462
8,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,OBC-NCL,319,319
9,Round 1,National Institute of Technology Agartala,Power System Engineering,G1,OPEN,367,350
10,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,OPEN,403,403
11,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OBC-NCL,367,354
12,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,SC,395,333
13,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,SC,436,401
14,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OPEN,514,429
15,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,ST,285,285
16,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,ST,266,261
17,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OPEN,562,518
18,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,ST,333,254
19,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,ST,279,262
20,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,EWS,374,364
,,,,,,,
