SNo,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
13,Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,G1,SC,454,405
14,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,G1,EWS,448,381
15,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,SC,432,374
16,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,OPEN,464,383
17,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,OBC-NCL,437,437
18,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,EWS,530,490
19,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,OPEN-PwD,535,535
20,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,OPEN,676,567
,,,,,,,
1,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,ST,459,380
2,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G1,OBC-NCL,304,304
3,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,OPEN,526,420
4,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,SC,697,548
5,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,EWS,621,621
6,Round 1,National Institute of Technology Uttarakhand,Power System & Renewable Energy,G1,SC,286,286
7,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,OBC-NCL,415,390
8,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,EWS,324,324
9,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,ST,246,246
10,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,SC,350,298
11,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,SC,371,345
12,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,SC,534,512
13,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,OBC-NCL,559,520
14,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,SC,339,318
15,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,OPEN,578,534
16,Round 1,"National Institute of Technology, Warangal",Transportation Engineering,G1,EWS,466,447
17,Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,ST,304,300
18,Round 1,"National Institute of Technology, Warangal",Materials Technology,G2,OBC-NCL,340,305
19,Round 1,"National Institute of Technology, Warangal",VLSI Systems Design,G1,OPEN,667,648
20,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,SC,613,542
,,,,,,,
1,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",CAD-CAM,G1,SC,334,273
2,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering,G1,SC,262,262
3,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,G1,SC,348,319
4,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,G1,OBC-NCL,410,405
5,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,G1,OBC-NCL,551,509
6,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,G1,OBC-NCL,410,402
7,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Turbo Machines,G1,EWS,385,385
8,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Geotechnical Engineering,G1,OPEN,451,399
9,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Production & Industrial Engineering,G1,OBC-NCL,345,318
10,Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,G1,ST,339,339
11,Round 1,"National Institute of Technology, Rourkela",Computer Science,G1,OPEN,736,698
12,Round 1,"National Institute of Technology, Rourkela",Computer Science,G1,OPEN-PwD,288,288
13,Round 1,"National Institute of Technology, Silchar",Artificial Intelligence,G1,SC,429,413
14,Round 1,"National Institute of Technology, Silchar",Control & Industrial Automation,G1,SC,284,271
15,Round 1,"National Institute of Technology, Silchar",Structural Dynamics & Earthquake Engineering,G1,OPEN,351,351
16,Round 1,"National Institute of Technology, Silchar",Structural Engineering,G1,OPEN,459,405
17,Round 1,"National Institute of Technology, Srinagar",Thermal Engineering,G1,OPEN,385,385
18,Round 1,"National Institute of Technology, Srinagar",Computer Science & Engineering,G1,OPEN,736,512
19,Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G2,SC,317,317
20,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G2,OPEN,643,549
,,,,,,,
1,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,ST,251,251
2,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,OPEN,499,464
3,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,ST,318,285
4,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,EWS,503,503
5,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,ST,371,332
6,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,ST,359,344
7,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,OBC-NCL,567,535
8,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,EWS,658,633
9,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,ST,436,436
10,Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,G1,OBC-NCL,532,463
11,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,EWS,421,421
12,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,OBC-NCL,343,321
13,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,ST,383,319
14,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,OBC-NCL-PwD,308,308
15,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,OPEN,578,542
16,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,EWS,530,486
17,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,SC,420,376
18,Round 1,"National Institute of Technology, Warangal",Thermal Engineering,G1,ST,290,277
19,Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,OPEN,505,447
20,Round 1,"National Institute of Technology, Warangal",VLSI Systems Design,G1,EWS,628,608
,,,,,,,
1,Round 1,"National Institute of Technology, Warangal",Welding Technology and Non Destructive Testing,G1,ST,236,236
2,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,G1,SC,370,325
3,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Environmental Engineering,G1,OBC-NCL,366,359
4,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,G1,ST,299,270
5,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,OBC-NCL,353,319
6,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,EWS,327,324
7,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Excavation Engineering,G1,ST,196,196
8,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Heat Power Engineering,G1,SC,294,285
9,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,G1,OBC-NCL,409,377
10,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,OBC-NCL,478,462
11,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Water Resource Engineering,G1,OPEN,399,352
12,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,EWS,419,419
13,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,G1,OPEN,449,410
14,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geotechnical Engineering,G1,OPEN,378,363
15,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),G1,ST,241,241
16,Round 1,School of Planning & Architecture: Vijayawada,Master of Planning (Urban and Regional Planning),G1,OPEN-PwD,217,217
17,Round 1,School of Planning & Architecture: Vijayawada,Master of Planning (Transport Planning),G1,SC,275,262
18,Round 1,School of Planning & Architecture: Vijayawada,Master of Architecture (Sustainable Architecture),G1,OPEN,608,448
19,Round 1,School of Planning & Architecture: Vijayawada,Master of Building Engineering and Management,G1,SC,394,331
20,Round 1,School of Planning & Architecture: Vijayawada,Master of Urban Design,G1,OPEN,549,448
,,,,,,,
1,Round 1,"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,G1,EWS,320,320
2,Round 1,"Punjab Engineering College, Chandigarh",Transportation Engineering,G1,OPEN,374,352
3,Round 1,"Central Institute of Technology, Kokrajhar",Water Resources and Hydraulics Engineering,G1,SC,253,253
4,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),G1,ST,223,223
5,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,SC,288,274
6,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and communication),G1,ST,227,227
7,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OBC-NCL,326,312
8,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Computer Science & Engineering (Artificial Intelligence),G1,OPEN,580,523
9,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Information Technology,G1,OPEN,414,376
10,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",CAD/CAM-ROBOTICS,G1,OPEN,370,370
11,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,G1,OPEN,469,404
12,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Aerodynamics and Flight Mechanics,G1,EWS,489,473
13,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Digital Signal Processing,G1,EWS,420,420
14,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Materials Science and Technology,G1,OBC-NCL,380,357
15,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Machine Learning and Computing,G1,ST,291,291
16,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Optical Engineering,G1,OPEN,514,466
17,Round 1,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,EWS,429,405
18,Round 1,National Institute of Technology Durgapur,Operations Research,G1,ST,244,244
19,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",VLSI and Microsystems,G1,OPEN,558,523
20,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Process Metallurgy,G1,SC,245,236
,,,,,,,
1,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,EWS,476,476
2,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,G1,OBC-NCL,471,367
3,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control System & Instrumentation,G1,OPEN,534,402
4,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering,G1,OBC-NCL,330,322
5,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Renewable Energy Science and Technology,G1,SC,364,279
6,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,OPEN,615,558
7,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),G1,OBC-NCL,419,356
8,Round 1,"Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. - Ph.D in IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,SC,349,349
9,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. Biomedical Engineering,G1,SC,350,273
10,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,SC,445,386
11,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Mechatronics,G1,ST,258,258
12,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,OPEN,381,362
13,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,G1,SC,310,300
14,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,G1,OBC-NCL,376,345
15,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,G1,OPEN,395,376
16,Round 1,Indian Institute of Information Technology Tiruchirappalli,VLSI Systems,G1,EWS,424,375
17,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",VLSI & Embedded Systems,G1,SC,310,305
18,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Smart Manufacturing,G1,OBC-NCL,331,322
19,Round 1,National Institute of Technology Durgapur,Power Electronics & Machine Drives,G1,EWS,376,354
20,Round 1,National Institute of Technology Durgapur,Structural Engineering,G1,ST,289,278
,,,,,,,
1,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,SC,440,423
2,Round 1,National Institute of Technology Hamirpur,Mechanical Engineering (Manufacturing & Automation),G1,OBC-NCL,343,343
3,Round 1,National Institute of Technology Hamirpur,Energy Technology,G1,OBC-NCL,336,315
4,Round 1,National Institute of Technology Hamirpur,Materials Science and Engineering,G1,SC,232,202
5,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,OBC-NCL,424,414
6,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Condition Monitoring of Power Apparatus),G1,OBC-NCL,332,310
7,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,EWS,355,348
8,Round 1,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,OBC-NCL,463,445
9,Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,OBC-NCL,394,374
10,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,OBC-NCL,604,596
11,Round 1,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,OBC-NCL,410,381
12,Round 1,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,OPEN,571,416
13,Round 1,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,ST,302,302
14,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OBC-NCL,727,709
15,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OPEN,765,742
16,Round 1,National Institute of Technology Meghalaya,Structural Engineering,G1,OBC-NCL,333,322
17,Round 1,National Institute of Technology Nagaland,Computer Science & Engineering,G1,ST,259,259
18,Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,OBC-NCL,534,522
19,Round 1,National Institute of Technology Puducherry,Computer Science & Engineering,G1,EWS,472,472
20,Round 1,National Institute of Technology Raipur,Energy and Environment,G1,EWS,333,333
,,,,,,,
1,Round 1,"Indian Institute of Information Technology, Bhagalpur, Bihar",Artificial Intelligence & Data Science,G1,SC,330,330
2,Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,G1,SC,338,320
3,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Artificial Intelligence,G1,SC,342,335
4,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Landscape),G1,OPEN,584,424
5,Round 1,School of Planning & Architecture: Vijayawada,Master of Planning (Urban and Regional Planning),G1,SC,359,330
6,Round 1,School of Planning & Architecture: Vijayawada,Master of Planning (Environmental Planning and Management),G1,OBC-NCL,381,353
7,Round 1,University of Hyderabad,Artificial Intelligence,G1,OPEN,683,507
8,Round 1,University of Hyderabad,Artificial Intelligence,G1,OPEN-PwD,313,313
9,Round 1,University of Hyderabad,Computer Science,G1,ST,276,235
10,Round 1,"Punjab Engineering College, Chandigarh",Aerospace Engineering,G1,SC,296,258
11,Round 1,"Punjab Engineering College, Chandigarh",Electrical Engineering (Electrical Energy System),G1,OPEN,376,354
12,Round 1,"Central Institute of Technology, Kokrajhar",Computer Science & Engineering,G1,OBC-NCL,422,422
13,Round 1,Central University of Rajasthan,Sustainable Architecture,G1,OPEN,359,353
14,Round 1,Central University of Rajasthan,Computer Science & Engineering,G1,OBC-NCL,415,396
15,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Laser and Electro Optics,G1,SC,286,280
16,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,EWS,404,397
17,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,SC,277,245
18,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,ST,232,232
19,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,EWS,390,390
20,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and Engineering (Cyber Security),G1,SC,354,284
,,,,,,,
1,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Structures and Design,G1,EWS,473,466
2,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Control Systems,G1,OBC-NCL,433,427
3,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G1,OPEN,565,464
4,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G2,SC,320,320
5,Round 1,National Institute of Technology Sikkim,M.Tech in VLSI and Embedded Systems,G1,OPEN,429,420
6,Round 1,National Institute of Technology Sikkim,M.Tech in Communication and Signal Processing,G1,OBC-NCL,368,365
7,Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,G1,ST,251,251
8,Round 1,"National Institute of Technology, Jamshedpur",Geotechnical Engineering,G1,EWS,324,324
9,Round 1,"National Institute of Technology, Jamshedpur",Computer Science & Engineering,G1,EWS,556,547
10,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,ST,277,277
11,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,SC,310,310
12,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OPEN,454,397
13,Round 1,"National Institute of Technology, Manipur",Communication & Signal Processing,G1,OPEN,360,350
14,Round 1,"National Institute of Technology, Manipur",VLSI Design & Embedded Systems,G1,OPEN,393,360
15,Round 1,National Institute of Technology Mizoram,Microelectronics and VLSI System Design,G1,OBC-NCL,358,355
16,Round 1,"National Institute of Technology, Rourkela",RF and Microwave systems,G2,OBC-NCL,464,464
17,Round 1,"National Institute of Technology, Rourkela",Industrial Refrigeration and Cryogenic Engineering,G3,OBC-NCL,347,343
18,Round 1,"National Institute of Technology, Rourkela",Mechanical Systems Design and Control,G2,OPEN,571,571
19,Round 1,"National Institute of Technology, Rourkela",Mechanical Systems Design and Control,G3,SC,371,351
20,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,EWS,401,395
,,,,,,,
1,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G3,OPEN,426,426
2,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G4,SC,238,238
3,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,ST,362,313
4,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,EWS,355,355
5,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,EWS,462,455
6,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",VLSI and Microsystems,G1,OBC-NCL,514,481
7,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Earth System Science,G1,EWS,350,350
8,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Manufacturing Technology,G1,OBC-NCL,400,383
9,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Manufacturing Technology,G1,OPEN,451,404
10,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Power System),G1,ST,240,240
11,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Signal Processing & Control),G1,SC,286,284
12,Round 1,"National Institute of Technology Karnataka, Surathkal",POWER ELECTRONICS AND CONTROL,G1,ST,341,341
13,Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,ST,448,397
14,Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G1,SC,228,224
15,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,OPEN,554,487
16,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,OPEN-PwD,374,374
17,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,SC,329,285
18,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,ST,297,297
19,Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G1,OPEN,697,635
20,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,EWS,527,520
,,,,,,,
1,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,ST,390,390
2,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G2,OPEN,673,662
3,Round 1,National Institute of Technology Meghalaya,VLSI & Embedded Systems,G1,ST,280,241
4,Round 1,National Institute of Technology Patna,Next Generation Wireless Technologies,G1,SC,290,266
5,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,OPEN,403,363
6,Round 1,National Institute of Technology Patna,Geotechnical Engineering,G1,OBC-NCL,347,337
7,Round 1,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,EWS,424,424
8,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,SC,281,269
9,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,ST,310,310
10,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,EWS,382,344
11,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,OBC-NCL,383,344
12,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,EWS,371,371
13,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,OBC-NCL,410,385
14,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Production & Industrial Engineering,G1,OPEN,412,351
15,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Integrated Power Systems,G1,ST,279,253
16,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,OPEN,524,480
17,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,OPEN-PwD,277,277
18,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,G1,ST,271,271
19,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,G2,OBC-NCL,353,329
20,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Water Resource Engineering,G1,OBC-NCL,351,344
,,,,,,,
1,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",G1,OBC-NCL,367,354
2,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,IC Design and Technology,G1,OPEN,496,452
3,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,EWS,523,523
4,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,EWS,469,464
5,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,OBC-NCL,528,458
6,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Power & Control,G1,OPEN,365,358
7,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,G1,OPEN,537,514
8,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",VLSI & Embedded Systems,G1,OBC-NCL,385,355
9,Round 1,National Institute of Technology Patna,Water Resources Engineering,G1,OBC-NCL,335,331
