SNo,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
12,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,OBC-NCL,323,323
13,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OBC-NCL,409,376
14,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,SC,315,315
15,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,ST,277,277
16,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OBC-NCL,562,517
17,Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OBC-NCL,457,423
18,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,EWS,498,498
19,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,SC,371,367
20,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,ST,263,263
,,,,,,,
1,Round 1,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,SC,289,208
2,Round 1,Maulana Azad National Institute of Technology Bhopal,Digital Communication,G1,SC,239,235
3,Round 1,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,OPEN,420,362
4,Round 1,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,SC,258,243
5,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,EWS,371,337
6,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,ST,235,235
7,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,SC,268,263
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,OBC-NCL,363,320
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,OPEN,430,393
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,OBC-NCL,421,399
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,OPEN,482,393
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,OBC-NCL,577,558
13,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,OBC-NCL,401,382
14,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,OPEN,600,550
15,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,EWS,407,407
16,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,EWS,467,414
17,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,OBC-NCL,592,575
18,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,OBC-NCL,349,326
19,Round 1,National Institute of Technology Calicut,Telecommunication,G1,OPEN,517,484
20,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),G1,OBC-NCL,573,551
,,,,,,,
1,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,EWS,558,558
2,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,SC,420,420
3,Round 1,National Institute of Technology Durgapur,Chemical Engineering,G1,OPEN,364,351
4,Round 1,National Institute of Technology Durgapur,Microelectronics & VLSI,G1,EWS,505,497
5,Round 1,National Institute of Technology Durgapur,Operations Research,G1,OBC-NCL,442,397
6,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,SC,341,259
7,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,EWS,335,335
8,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,SC,314,277
9,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,OPEN,513,465
10,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,EWS,361,361
11,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,OBC-NCL,339,327
12,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,OBC-NCL,423,366
13,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,EWS,360,360
14,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,EWS,357,357
15,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,EWS,330,330
16,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,SC,284,283
17,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,EWS,432,383
18,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,SC,407,390
19,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OPEN,438,376
20,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,SC,323,315
,,,,,,,
1,Round 1,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,OPEN,458,411
2,Round 1,Maulana Azad National Institute of Technology Bhopal,Digital Communication,G1,OPEN,438,360
3,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,ST,252,252
4,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,EWS,345,345
5,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,SC,243,235
6,Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,EWS,468,461
7,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,EWS,327,327
8,Round 1,Maulana Azad National Institute of Technology Bhopal,Power System,G1,SC,242,219
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,ST,170,170
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,EWS,310,310
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OBC-NCL,451,393
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,ST,378,378
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,EWS,325,325
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,SC,299,251
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,ST,327,327
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,EWS,364,312
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OPEN,587,501
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,SC,315,273
19,Round 1,National Institute of Technology Agartala,Cyber Security,G1,OBC-NCL,348,348
20,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,SC,248,248
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,ST,311,283
2,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,SC,368,343
3,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,ST,271,271
4,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,ST,321,304
5,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,ST,423,352
6,Round 1,National Institute of Technology Delhi,Power & Energy Systems,G1,EWS,310,310
7,Round 1,National Institute of Technology Delhi,Smart Materials & Technology,G1,OPEN,430,380
8,Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,OBC-NCL,344,321
9,Round 1,National Institute of Technology Durgapur,Machine Design,G1,OBC-NCL,368,334
10,Round 1,National Institute of Technology Durgapur,Power System,G1,SC,231,214
11,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,SC,315,267
12,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,ST,329,279
13,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OPEN,418,359
14,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Water Resources),G1,ST,259,253
15,Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G1,OPEN,450,398
16,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,ST,235,235
17,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,ST,267,252
18,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,OBC-NCL,290,290
19,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OBC-NCL,469,442
20,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,OPEN,384,367
,,,,,,,
1,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,ST,235,235
2,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,EWS,457,427
3,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,OBC-NCL,459,451
4,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,SC,398,319
5,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,ST,250,225
6,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,EWS,353,353
7,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL,526,509
8,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,EWS,505,488
9,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,ST,273,273
10,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,SC,399,399
11,Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,OPEN,473,406
12,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,OBC-NCL,353,337
13,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,OPEN,411,367
14,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,SC,312,287
15,Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,SC,337,296
16,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,SC,317,248
17,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,ST,247,247
18,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,OBC-NCL,443,399
19,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,SC,349,304
20,Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,OBC-NCL,438,345
,,,,,,,
1,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OBC-NCL,479,459
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OPEN,554,455
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,OBC-NCL,396,379
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,OBC-NCL,376,330
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OPEN,638,563
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,G1,OPEN,395,395
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,OPEN,492,455
8,Round 1,National Institute of Technology Agartala,Structural Engineering,G1,EWS,337,337
9,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,OBC-NCL,511,472
10,Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,OPEN,408,353
11,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,ST,275,260
12,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OPEN,570,537
13,Round 1,National Institute of Technology Calicut,Machine Design,G1,OBC-NCL,509,495
14,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,SC,288,259
15,Round 1,National Institute of Technology Calicut,Signal Processing,G1,OPEN,526,503
16,Round 1,National Institute of Technology Calicut,Structural Engineering,G1,OPEN,550,502
17,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,OPEN,411,390
18,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,OBC-NCL,592,577
19,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OBC-NCL,389,364
20,Round 1,National Institute of Technology Delhi,Power & Energy Systems,G1,SC,257,257
,,,,,,,
1,Round 1,National Institute of Technology Delhi,Smart Materials & Technology,G1,SC,281,281
2,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OBC-NCL,335,309
3,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OPEN,465,393
4,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,OPEN,472,442
5,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,OPEN,517,455
6,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,SC,254,239
7,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,SC,296,263
8,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OPEN,521,468
9,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,SC,279,253
10,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OPEN,543,407
11,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,SC,242,231
12,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,SC,247,247
13,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,OBC-NCL,509,509
14,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,OPEN,543,538
15,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,SC,267,235
16,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OPEN,667,581
17,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,ST,263,251
18,Round 1,Maulana Azad National Institute of Technology Bhopal,Housing,G1,OBC-NCL,344,314
19,Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,ST,258,245
20,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OPEN,421,350
,,,,,,,
1,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,OPEN,506,461
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,SC,314,270
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,ST,268,268
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,OPEN,420,354
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,ST,246,246
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,ST,378,378
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,SC,392,357
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,OPEN,645,596
9,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,OBC-NCL,334,313
10,Round 1,National Institute of Technology Agartala,Environmental Engineering,G1,OPEN,432,359
11,Round 1,National Institute of Technology Agartala,Integrated Energy System,G1,OPEN,393,393
12,Round 1,National Institute of Technology Agartala,Machine Design,G1,OPEN,478,380
13,Round 1,National Institute of Technology Agartala,VLSI Design,G1,OPEN,459,409
14,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,EWS,375,367
15,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,OBC-NCL,542,521
16,Round 1,National Institute of Technology Calicut,Signal Processing,G1,EWS,501,501
17,Round 1,National Institute of Technology Calicut,Structural Engineering,G1,EWS,475,468
18,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,EWS,353,339
19,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),G1,OPEN,626,603
20,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,EWS,475,463
,,,,,,,
1,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OPEN,386,351
2,Round 1,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,OPEN,476,389
3,Round 1,National Institute of Technology Durgapur,Thermal Engineering,G1,SC,265,265
4,Round 1,National Institute of Technology Goa,VLSI,G1,OPEN,509,442
5,Round 1,National Institute of Technology Hamirpur,Energy Technology,G1,SC,249,207
6,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (Communications System and Networks),G1,SC,227,227
7,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,OBC-NCL,449,408
8,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,OBC-NCL,343,343
9,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,SC,277,277
10,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,EWS,451,405
11,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,OPEN,378,355
12,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OPEN,472,422
13,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,EWS,461,461
14,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OBC-NCL,366,330
15,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,619,510
16,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,460,407
17,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,SC,277,211
18,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OBC-NCL,433,389
19,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OBC-NCL,376,326
20,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,EWS,326,326
,,,,,,,
1,Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,SC,354,299
2,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OPEN,600,442
3,Round 1,Maulana Azad National Institute of Technology Bhopal,Electrical Drives,G1,SC,303,282
4,Round 1,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,OBC-NCL,343,322
5,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,EWS,455,442
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OPEN,515,408
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,SC,289,273
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,OPEN,630,573
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,OPEN,458,423
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,OBC-NCL,394,347
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OPEN,592,558
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,OBC-NCL,383,368
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,SC,277,248
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,ST,318,314
15,Round 1,National Institute of Technology Agartala,Cyber Security,G1,SC,280,280
16,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,SC,239,239
17,Round 1,National Institute of Technology Agartala,Communication Engineering,G1,OPEN,364,364
18,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,SC,273,273
19,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,SC,339,300
20,Round 1,National Institute of Technology Calicut,Machine Design,G1,EWS,505,488
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,OPEN,658,604
2,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,OPEN,406,352
3,Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,OBC-NCL,482,467
4,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,ST,250,250
5,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,OBC-NCL,498,468
6,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OBC-NCL,343,329
7,Round 1,National Institute of Technology Durgapur,Machine Design,G1,OPEN,433,368
8,Round 1,National Institute of Technology Durgapur,Structural Engineering,G1,ST,268,264
9,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,OPEN,577,506
10,Round 1,National Institute of Technology Goa,Power Electronics & Power Systems,G1,OPEN,373,350
11,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,SC,350,315
12,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Geotechnical),G1,SC,304,255
13,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,EWS,304,304
14,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,EWS,408,404
15,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,SC,308,288
16,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Manufacturing Technology with Machine Learning,G1,OPEN,539,495
17,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,ST,302,292
18,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,SC,273,273
19,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,SC,297,297
20,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OBC-NCL,337,283
,,,,,,,
1,Round 1,Maulana Azad National Institute of Technology Bhopal,Power System,G1,OBC-NCL,339,339
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,EWS,558,552
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,EWS,407,407
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,SC,251,246
5,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,ST,276,276
6,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,OPEN,374,374
7,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,OPEN,442,390
8,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,EWS,389,374
9,Round 1,National Institute of Technology Calicut,Power Systems,G1,SC,263,243
10,Round 1,National Institute of Technology Calicut,Thermal Sciences,G1,EWS,406,399
11,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,OPEN,478,446
12,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),G1,EWS,581,581
13,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,OBC-NCL,513,480
14,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,OPEN-PwD,243,243
15,Round 1,National Institute of Technology Durgapur,Microelectronics & VLSI,G1,OPEN,571,513
16,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,ST,308,308
17,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Water Resources),G1,OPEN,400,400
18,Round 1,National Institute of Technology Hamirpur,Mechanical Engineering (Computational Thermal Engineering),G1,OPEN,505,505
19,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,SC,393,333
20,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,EWS,440,422
,,,,,,,
1,Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,OBC-NCL,392,349
2,Round 1,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,OPEN,624,477
3,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,SC,325,247
4,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,SC,384,287
5,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,EWS,554,542
6,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,SC,333,312
7,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,ST,408,389
