Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
10433,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,OPEN,362,362
10434,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,SC,265,265
10435,National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,Group 1,OPEN,377,377
10436,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,OPEN,370,370
10437,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,SC,268,268
10438,National Spot Round,National Institute of Technology Durgapur,Operations Research,Group 1,OBC-NCL,389,389
10439,National Spot Round,National Institute of Technology Durgapur,Operations Research,Group 1,OPEN,406,398
10440,National Spot Round,National Institute of Technology Durgapur,Operations Research,Group 1,SC,314,314
10441,National Spot Round,National Institute of Technology Calicut,Offshore Structures,Group 1,OPEN,389,389
10442,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OBC-NCL,483,439
10443,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,EWS,436,420
10444,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OPEN,518,485
10445,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,SC,339,339
10446,National Spot Round,National Institute of Technology Durgapur,Power Electronics & Machine Drives,Group 1,OPEN,354,350
10447,National Spot Round,National Institute of Technology Durgapur,Power Electronics & Machine Drives,Group 1,OBC-NCL,323,323
10448,National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OBC-NCL,342,342
10449,National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OPEN,378,370
10450,National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,SC,283,283
10451,National Spot Round,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,Group 1,OBC-NCL,342,326
10452,National Spot Round,Maulana Azad National Institute of Technology Bhopal,Power Electronics & Drives,Group 1,OPEN,401,354
10453,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OBC-NCL,358,350
10454,National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OPEN,405,382
10455,National Spot Round,National Institute of Technology Delhi,Power Electronics & Drives,Group 1,OBC-NCL,338,338
10456,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,ST,354,354
10457,National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OBC-NCL,452,429
10458,National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OPEN,508,476
10459,National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,ST,292,292
10460,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,Group 1,OBC-NCL,342,341
10461,National Spot Round,"National Institute of Technology, Jamshedpur",Power Electronics & Drives,Group 1,SC,252,252
10462,National Spot Round,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,Group 1,OPEN,374,362
10463,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OBC-NCL,397,354
10464,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,EWS,370,370
10465,National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OPEN,441,401
10466,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,OBC-NCL,382,366
10467,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,EWS,346,342
10468,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,OPEN,452,413
10469,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,SC,306,306
10470,National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,ST,271,271
10471,National Spot Round,National Institute of Technology Puducherry,Power Electronics,Group 1,SC,252,252
10472,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OBC-NCL,492,488
10473,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OPEN,527,523
10474,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,SC,370,366
10475,National Spot Round,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Power Electronics,Group 1,EWS,358,358
10476,National Spot Round,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Power Electronics,Group 1,OPEN,393,393
10477,National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",Group 1,OPEN,358,358
10478,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,Group 1,OBC-NCL,330,330
10479,National Spot Round,Malaviya National Institute of Technology Jaipur,Power Systems Management,Group 1,SC,252,252
10480,National Spot Round,National Institute of Technology Calicut,Power Systems,Group 1,OPEN,366,358
10481,National Spot Round,National Institute of Technology Calicut,Power Systems,Group 1,SC,288,275
10482,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OPEN,472,472
10483,National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,SC,303,299
10484,National Spot Round,"National Institute of Technology, Jamshedpur",Power Systems Engineering,Group 1,OPEN,358,358
10485,National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OBC-NCL,393,393
10486,National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,EWS,385,378
10487,National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OPEN,409,405
10488,National Spot Round,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,OBC-NCL,354,334
10489,National Spot Round,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,OPEN,380,370
10490,National Spot Round,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,Group 1,OPEN,354,354
10491,National Spot Round,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,Group 1,SC,268,268
10492,National Spot Round,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OBC-NCL,460,397
10493,National Spot Round,National Institute of Technology Meghalaya,Power & Energy Systems,Group 1,ST,244,244
10494,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,OBC-NCL,322,322
10495,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,OPEN,363,363
10496,National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,SC,314,314
10497,National Spot Round,National Institute of Technology Goa,Power Electronics & Power Systems,Group 1,SC,291,291
10498,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,OPEN,393,387
10499,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,SC,271,271
10500,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,EWS,381,381
10501,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),Group 1,OPEN,350,350
10502,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,EWS,366,366
10503,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OPEN,397,397
10504,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,SC,286,286
10505,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,ST,231,231
10506,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OBC-NCL,342,322
10507,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,OBC-NCL,327,327
10508,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,OPEN,404,373
10509,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,Group 1,OPEN,375,375
10510,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OBC-NCL,523,496
10511,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,EWS,522,495
10512,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OPEN,585,549
10513,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,SC,373,373
10514,National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,ST,281,281
10515,National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,OBC-NCL,414,406
10516,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,EWS,410,410
10517,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,OPEN,466,456
10518,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,SC,291,291
10519,National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,OPEN,448,446
10520,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,OBC-NCL,385,352
10521,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,EWS,330,330
10522,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,OPEN,417,409
10523,National Spot Round,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,SC,268,268
10524,National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,OBC-NCL,405,377
10525,National Spot Round,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,Group 1,OPEN,352,352
10526,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,Group 1,SC,255,255
10527,National Spot Round,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,OPEN,361,361
10528,National Spot Round,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,Group 1,SC,259,259
10529,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OBC-NCL,466,456
10530,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,EWS,452,452
10531,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OPEN,496,489
10532,National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,SC,370,327
