SNo,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
5,Round 2,"National Institute of Technology, Srinagar",Electrical Power and Energy System,Group 1,ST,251,251
6,Round 2,"National Institute of Technology, Srinagar",Industrial Tribology & Maintenance Management,Group 1,OPEN,452,452
7,Round 2,"National Institute of Technology, Srinagar",Mechanical System Design,Group 1,OPEN,546,354
8,Round 2,"National Institute of Technology, Srinagar",Mechanical System Design,Group 1,ST,320,320
9,Round 2,"National Institute of Technology, Srinagar",Power Electronics & Electrical Drives,Group 1,OBC,324,324
10,Round 2,"National Institute of Technology, Srinagar",Power Electronics & Electrical Drives,Group 1,OPEN,539,358
11,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OBC,483,426
12,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,EWS,487,418
13,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OPEN,576,503
14,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,SC,333,255
15,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,ST,280,280
16,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 2,OBC,438,399
17,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 2,EWS,340,340
18,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 2,OPEN,448,443
19,Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 2,SC,242,242
20,Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,OBC,650,617
,,,,,,,
1,Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,EWS,646,612
2,Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,OPEN,681,650
3,Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,OPEN-PwD,426,426
4,Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,SC,431,402
5,Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,Group 1,ST,317,300
6,Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,OBC,642,619
7,Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,EWS,673,669
8,Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,OPEN,762,700
9,Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,SC,504,486
10,Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,Group 1,ST,388,339
11,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,Group 1,OBC,506,438
12,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,Group 1,EWS,401,401
13,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,Group 1,OPEN,605,531
14,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,Group 1,SC,408,272
15,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,Group 1,ST,117,117
16,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,OBC,635,551
17,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,EWS,584,576
18,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,OPEN,800,659
19,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,SC,393,368
20,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 1,ST,378,378
,,,,,,,
1,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 2,OBC,306,306
2,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 2,EWS,345,345
3,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 2,OPEN,492,448
4,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 3,OBC,575,575
5,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 3,OPEN,601,601
6,Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,Group 3,SC,291,291
7,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 1,OBC,381,381
8,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 1,OPEN,446,446
9,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 2,OBC,626,618
10,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 2,EWS,663,635
11,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 2,OPEN,690,682
12,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 2,SC,400,375
13,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 3,OBC,592,566
14,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 3,EWS,505,505
15,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 3,OPEN,619,615
16,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 3,SC,396,396
17,Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 4,OPEN,458,458
18,Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,OBC,590,563
19,Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,EWS,573,572
20,Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,OPEN,671,591
,,,,,,,
1,Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,SC,428,396
2,Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,ST,343,343
3,Round 2,University of Hyderabad,Bio-informatics,Group 1,EWS,400,379
4,Round 2,University of Hyderabad,Bio-informatics,Group 1,OPEN,591,510
5,Round 2,University of Hyderabad,Bio-informatics,Group 1,SC,208,208
6,Round 2,University of Hyderabad,Information Security,Group 1,OBC,399,329
7,Round 2,University of Hyderabad,Information Security,Group 1,EWS,392,377
8,Round 2,University of Hyderabad,Information Security,Group 1,OPEN,492,459
9,Round 2,University of Hyderabad,Information Security,Group 1,SC,263,254
10,Round 2,University of Hyderabad,Information Technology,Group 1,OBC,396,335
11,Round 2,University of Hyderabad,Information Technology,Group 1,EWS,408,321
12,Round 2,University of Hyderabad,Information Technology,Group 1,OPEN,481,446
13,Round 2,University of Hyderabad,Information Technology,Group 1,SC,270,266
14,Round 2,University of Hyderabad,Manufacturing Science and Engineering,Group 1,OBC,406,350
15,Round 2,University of Hyderabad,Manufacturing Science and Engineering,Group 1,OPEN,686,415
16,Round 2,University of Hyderabad,Manufacturing Science and Engineering,Group 1,SC,324,324
17,Round 2,University of Hyderabad,Manufacturing Science and Engineering,Group 1,ST,259,259
18,Round 2,University of Hyderabad,Materials Engineering,Group 1,OBC,333,333
19,Round 2,University of Hyderabad,Materials Engineering,Group 1,EWS,367,341
20,Round 2,University of Hyderabad,Materials Engineering,Group 1,OPEN,594,378
,,,,,,,
1,Round 2,University of Hyderabad,Materials Engineering,Group 1,SC,221,221
2,Round 2,University of Hyderabad,Materials Engineering,Group 1,ST,314,314
3,Round 2,University of Hyderabad,Nanoscience and Technology,Group 1,OBC,331,329
4,Round 2,University of Hyderabad,Nanoscience and Technology,Group 1,OPEN,457,361
5,Round 2,University of Hyderabad,Computer Science,Group 1,OBC,458,397
6,Round 2,University of Hyderabad,Computer Science,Group 1,EWS,433,414
7,Round 2,University of Hyderabad,Computer Science,Group 1,OPEN,646,477
8,Round 2,University of Hyderabad,Computer Science,Group 1,SC,361,272
9,Round 2,University of Hyderabad,Computer Science,Group 1,ST,259,259
10,Round 2,University of Hyderabad,Integrated Circuits Technology,Group 1,OBC,483,389
11,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,SC,512,453
12,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,ST,334,289
13,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,Group 1,OPEN,635,635
14,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,Group 2,OBC,573,563
15,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,Group 2,EWS,564,564
16,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,Group 2,OPEN,612,606
17,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,Group 2,SC,351,344
18,Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,Group 2,ST,251,251
19,Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OBC,663,632
20,Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,EWS,686,644
,,,,,,,
1,Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OPEN,710,690
2,Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,SC,434,407
3,Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,ST,297,281
4,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 1,OBC,283,283
5,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 1,EWS,294,294
6,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 2,OBC,604,583
7,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 2,EWS,587,587
8,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 2,OPEN,663,617
9,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 2,SC,381,381
10,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 2,ST,266,266
11,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 3,OBC,341,341
12,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 3,OPEN,512,354
13,Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 3,SC,208,208
14,Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,OBC,625,587
15,Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,EWS,625,590
16,Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,OPEN,701,628
17,Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,SC,409,373
18,Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,ST,221,221
19,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OBC,418,389
20,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,EWS,446,446
,,,,,,,
1,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OPEN,568,467
2,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 2,OBC,603,508
3,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 2,EWS,591,591
4,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 2,OPEN,662,616
5,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 2,SC,442,442
6,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 2,ST,196,196
7,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 3,OBC,600,600
8,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 3,EWS,589,589
9,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 3,OPEN,661,642
10,Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 3,SC,456,456
11,Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OBC,679,653
12,Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OBC-PwD,237,237
13,Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,EWS,698,676
14,Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OPEN,763,706
15,Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,SC,502,471
16,Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,ST,358,328
17,Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OBC,649,608
18,Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,EWS,638,615
19,Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OPEN,690,661
20,Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,SC,509,464
,,,,,,,
1,Round 2,University of Hyderabad,Integrated Circuits Technology,Group 1,EWS,472,455
2,Round 2,University of Hyderabad,Integrated Circuits Technology,Group 1,OPEN,588,495
3,Round 2,University of Hyderabad,Integrated Circuits Technology,Group 1,SC,479,231
4,Round 2,University of Hyderabad,Integrated Circuits Technology,Group 1,ST,245,245
5,Round 2,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,EWS,383,383
6,Round 2,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,OPEN,450,400
7,Round 2,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,SC,321,250
8,Round 2,"Punjab Engineering College, Chandigarh",Electronics Engineering,Group 1,OPEN,425,350
9,Round 2,"Punjab Engineering College, Chandigarh",Electronics Engineering,Group 1,SC,205,205
10,Round 2,"Punjab Engineering College, Chandigarh",Environmental Engineering,Group 1,OPEN,695,393
11,Round 2,"Punjab Engineering College, Chandigarh",Environmental Engineering,Group 1,SC,321,265
12,Round 2,"Punjab Engineering College, Chandigarh",Production & Industrial Engineering,Group 1,OPEN,430,358
13,Round 2,"Punjab Engineering College, Chandigarh",Mechanical Engineering,Group 1,OPEN,481,389
14,Round 2,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,EWS,378,378
15,Round 2,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,OPEN,616,435
16,Round 2,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,SC,343,274
17,Round 2,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,ST,272,265
18,Round 2,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,OPEN,456,411
19,Round 2,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,SC,274,260
20,Round 2,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,ST,263,251
,,,,,,,
1,Round 2,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),Group 1,EWS,331,331
2,Round 2,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),Group 1,OPEN,508,426
3,Round 2,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),Group 1,SC,362,248
4,Round 2,"Punjab Engineering College, Chandigarh",Water Resource Engineering,Group 1,EWS,354,354
5,Round 2,"Punjab Engineering College, Chandigarh",Water Resource Engineering,Group 1,OPEN,402,385
6,Round 2,"Punjab Engineering College, Chandigarh",Water Resource Engineering,Group 1,SC,258,254
7,Round 2,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,SC,445,436
8,Round 2,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,ST,305,293
9,Round 2,National Institute of Technology Calicut,High Voltage Engineering,Group 1,OBC,536,524
10,Round 2,National Institute of Technology Calicut,High Voltage Engineering,Group 1,EWS,532,532
11,Round 2,National Institute of Technology Calicut,High Voltage Engineering,Group 1,OPEN,574,555
12,Round 2,National Institute of Technology Calicut,High Voltage Engineering,Group 1,SC,347,347
13,Round 2,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,OBC,574,553
14,Round 2,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,EWS,570,566
15,Round 2,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,OPEN,630,574
16,Round 2,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,SC,426,339
17,Round 2,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,ST,237,237
18,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,OBC,570,543
19,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,EWS,571,571
20,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,OPEN,630,574
,,,,,,,
1,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,SC,354,353
2,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,ST,271,271
3,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,OBC,504,495
4,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,EWS,472,472
5,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,OPEN,608,599
6,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,SC,327,223
7,Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,ST,192,192
8,Round 2,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,OBC,573,549
9,Round 2,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,EWS,522,495
10,Round 2,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,OPEN,666,579
11,Round 2,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,SC,335,279
12,Round 2,National Institute of Technology Calicut,Machine Design,Group 1,OBC,645,601
13,Round 2,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,Group 1,EWS,418,389
14,Round 2,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,Group 1,OPEN,687,432
15,Round 2,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,Group 1,SC,314,310
16,Round 2,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,Group 1,ST,234,234
17,Round 2,Maulana Azad National Institute of Technology Bhopal,Computer Networking,Group 1,OBC,500,481
18,Round 2,Maulana Azad National Institute of Technology Bhopal,Computer Networking,Group 1,EWS,546,535
19,Round 2,Maulana Azad National Institute of Technology Bhopal,Computer Networking,Group 1,OPEN,588,550
20,Round 2,Maulana Azad National Institute of Technology Bhopal,Computer Networking,Group 1,SC,441,339
,,,,,,,
1,Round 2,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,Group 1,OBC,378,324
2,Round 2,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,Group 1,EWS,339,320
3,Round 2,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,Group 1,OPEN,499,389
4,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 1,OBC,400,366
5,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 1,EWS,328,328
6,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 1,OPEN,555,407
7,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 1,SC,251,237
8,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 2,OBC,415,311
9,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 2,OPEN,477,448
10,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,Group 2,SC,232,232
11,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OBC,399,361
12,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,EWS,340,316
13,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OPEN,605,497
14,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,SC,291,233
15,Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,ST,230,230
16,Round 2,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,Group 1,OBC,345,345
17,Round 2,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,Group 1,OPEN,410,381
18,Round 2,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OBC,517,494
19,Round 2,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OBC-PwD,255,255
20,Round 2,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,EWS,505,447
,,,,,,,
1,Round 2,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OPEN,615,532
2,Round 2,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,SC,309,294
3,Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,OBC,519,488
4,Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,EWS,517,479
5,Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,OPEN,592,536
6,Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,OPEN-PwD,236,236
7,Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,SC,355,317
8,Round 2,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,OBC,600,556
9,Round 2,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,EWS,533,512
10,Round 2,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,OPEN,655,604
11,Round 2,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,SC,392,259
12,Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,OBC,499,461
13,Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,EWS,513,486
14,Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,OPEN,545,517
15,Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,OPEN-PwD,286,286
16,Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,SC,443,371
17,Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,ST,327,327
18,Round 2,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,OBC,475,423
19,Round 2,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,EWS,465,430
20,Round 2,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,OPEN,611,495
,,,,,,,
1,Round 2,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,SC,359,278
2,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,OBC,515,506
3,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,EWS,526,526
4,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,OPEN,619,526
5,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,SC,454,429
6,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,ST,281,281
7,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,OBC,410,368
8,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,EWS,432,343
9,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,OPEN,517,459
10,Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,SC,331,304
11,Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OBC,596,571
12,Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,EWS,624,593
13,Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OPEN,646,627
14,Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,SC,459,439
15,Round 2,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,OBC,468,413
16,Round 2,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,EWS,478,414
17,Round 2,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,OPEN,591,482
18,Round 2,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,SC,300,271
19,Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OBC,607,574
20,Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,EWS,630,617
,,,,,,,
1,Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OPEN,684,636
2,Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,SC,426,402
3,Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,ST,312,296
4,Round 2,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,OBC,365,337
5,Round 2,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,EWS,346,346
6,Round 2,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,OPEN,481,411
7,Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OBC,581,547
8,Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,EWS,580,558
9,Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OPEN,649,581
10,Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,SC,457,339
11,Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,ST,281,281
12,Round 2,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,OBC,491,436
13,Round 2,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,EWS,454,440
14,Round 2,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,OPEN,590,499
15,Round 2,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,SC,337,240
16,Round 2,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,Group 1,OBC,467,427
17,Round 2,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,Group 1,OPEN,625,503
18,Round 2,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,OBC,597,544
19,Round 2,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,EWS,602,597
20,Round 2,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,OPEN,646,615
,,,,,,,
1,Round 2,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,SC,473,424
2,Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OBC,507,472
3,Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,EWS,507,502
4,Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OPEN,593,522
5,Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,SC,307,302
6,Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OBC,597,548
7,Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,EWS,594,583
8,Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OPEN,661,598
9,Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,SC,492,432
10,Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,ST,304,304
11,Round 2,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,OBC,531,526
