SNo,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
10,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Transport Planning  and Logistics Management),G3,ST,260,260
11,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Water Resources Engineering,G1,SC,364,364
12,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,SC,535,496
13,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,EWS,500,486
14,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,OBC-NCL,537,488
15,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,EWS,525,521
16,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Power System),G1,SC,367,275
17,Round 1,National Institute of Technology Durgapur,Biotechnology,G1,EWS,443,432
18,Round 1,National Institute of Technology Durgapur,Biotechnology,G1,OPEN,601,499
19,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OBC-NCL,538,526
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,OPEN,573,443
,,,,,,,
1,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,EWS,329,329
2,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,OPEN,422,372
3,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Environmental Engineering,G1,ST,260,260
4,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,ST,310,302
5,Round 1,"National Institute of Technology, Warangal",Chemical Engineering,G1,OBC-NCL,419,372
6,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G2,SC,398,395
7,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,EWS,574,561
8,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,OPEN,662,587
9,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),G1,OBC-NCL,375,363
10,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Computer Networking,G1,EWS,414,414
11,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),G1,SC,367,343
12,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,EWS,577,577
13,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,OPEN,630,579
14,Round 1,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,OBC-NCL,441,398
15,Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G2,OBC-NCL,372,364
16,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,EWS,420,392
17,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,EWS,510,510
18,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,OPEN,568,536
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,EWS,496,472
20,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OPEN,669,478
,,,,,,,
1,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,ST,257,256
2,Round 1,National Institute of Technology Uttarakhand,Thermal Engineering,G1,OPEN,440,401
3,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,ST,362,284
4,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,SC,394,385
5,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G1,EWS,472,345
6,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,G1,OPEN,591,561
7,Round 1,"National Institute of Technology, Kurukshetra",Nanomaterials and Nanotechnology,G1,OPEN,460,438
8,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,EWS,642,634
9,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,OPEN,780,643
10,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,ST,329,289
11,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,OBC-NCL,445,395
12,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,OBC-NCL,543,525
13,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,OPEN,529,471
14,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,SC,313,304
15,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,OPEN,575,541
16,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,SC,321,321
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,OPEN,643,551
18,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OBC-NCL,425,412
19,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,OBC-NCL,537,512
20,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,EWS,531,529
,,,,,,,
1,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,OBC-NCL,398,363
2,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G1,ST,347,347
3,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,OBC-NCL,564,548
4,Round 1,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,ST,332,282
5,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G1,OPEN,733,581
6,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G1,SC,478,478
7,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,G1,SC,433,346
8,Round 1,"National Institute of Technology, Kurukshetra",Control System,G1,OPEN,570,462
9,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,OBC-NCL,347,294
10,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,OPEN,370,370
11,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,OBC-NCL,449,410
12,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,ST,311,271
13,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,OBC-NCL,477,431
14,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,SC,412,346
15,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,EWS,499,499
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,SC,326,296
17,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,EWS,426,421
18,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OPEN,527,446
19,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,OBC-NCL,450,433
20,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,EWS,511,511
,,,,,,,
1,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G2,ST,247,247
2,Round 1,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G1,EWS,500,500
3,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),G1,OPEN,472,463
4,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),G1,SC,205,205
5,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,G1,OBC-NCL,457,357
6,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,G1,EWS,284,284
7,Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,EWS,442,425
8,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G2,OPEN,627,590
9,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,ST,335,271
10,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,SC,346,328
11,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,ST,275,275
12,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Signal Processing & Control),G1,EWS,318,318
13,Round 1,National Institute of Technology Durgapur,Chemical Engineering,G1,OPEN,398,375
14,Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,OBC-NCL,377,356
15,Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,OPEN,638,389
16,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,SC,247,245
17,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,ST,263,263
18,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,OBC-NCL,382,368
19,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,OPEN,482,438
20,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,OPEN-PwD,258,258
,,,,,,,
1,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,OPEN,676,676
2,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G3,OBC-NCL,514,514
3,Round 1,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G1,OPEN,600,512
4,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Landscape),G1,SC,393,393
5,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Landscape),G1,ST,278,278
6,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,G1,OPEN,684,466
7,Round 1,"National Institute of Technology, Kurukshetra",Environmental Engineering,G1,EWS,406,368
8,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G3,OBC-NCL,418,347
9,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Turbo Machines,G1,SC,258,258
10,Round 1,National Institute of Technology Durgapur,Biotechnology,G1,SC,370,223
11,Round 1,National Institute of Technology Durgapur,Chemical Engineering,G1,OBC-NCL,332,323
12,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,OPEN,552,495
13,Round 1,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,EWS,391,366
14,Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,SC,245,245
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,OBC-NCL,329,324
16,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,ST,320,299
17,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,EWS,332,326
18,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,SC,284,275
19,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G3,OPEN,548,548
20,Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,OBC-NCL,546,514
,,,,,,,
1,Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,EWS,514,507
2,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Landscape),G3,OBC-NCL,448,448
3,Round 1,Indian Institute of Information Technology Vadodara,Computer Science & Engineering with Specialization in Artificial Intelligence,G1,OBC-NCL,446,367
4,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,OBC-NCL,409,392
5,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,OPEN,485,449
6,Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,OBC-NCL,389,369
7,Round 1,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,OPEN,704,480
8,Round 1,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,SC,472,315
9,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,OBC-NCL,571,524
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,EWS,324,324
11,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,EWS,441,437
12,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,OPEN,546,462
13,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,OPEN,641,528
14,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,SC,387,387
15,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,SC,291,225
16,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OBC-NCL,445,390
17,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G2,OPEN,381,381
18,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,OBC-NCL,450,412
19,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,EWS,392,375
20,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,G1,OPEN,500,417
,,,,,,,
1,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Transport Planning  and Logistics Management),G3,OPEN,575,563
2,Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,SC,328,319
3,Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,ST,232,232
4,Round 1,National Institute of Technology Durgapur,Chemical Engineering,G1,SC,241,232
5,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,EWS,465,423
6,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,OPEN,500,469
7,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OBC-NCL,534,488
8,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,OBC-NCL,434,414
9,Round 1,National Institute of Technology Uttarakhand,Power Electronics & Drives,G1,SC,300,300
10,Round 1,National Institute of Technology Uttarakhand,Power System & Control,G1,OBC-NCL,357,335
11,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G4,OPEN,638,638
12,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,OBC-NCL,486,409
13,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,OPEN,541,475
14,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,SC,321,267
15,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering,G1,EWS,361,361
16,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G1,OBC-NCL,551,472
17,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,SC,356,339
18,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,OBC-NCL,420,377
19,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,SC,350,311
20,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,EWS,640,622
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,SC,340,329
2,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,G1,ST,273,263
3,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,OBC-NCL,503,459
4,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,EWS,436,382
5,Round 1,National Institute of Technology Uttarakhand,Power System & Control,G1,OPEN,468,364
6,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,EWS,431,431
7,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,OPEN,615,504
8,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,EWS,428,409
9,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OPEN,515,449
10,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,OPEN,468,421
11,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,SC,282,267
12,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Security,G1,OBC-NCL,486,446
13,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Security,G1,EWS,495,449
14,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Manufacturing Science,G1,SC,262,262
15,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,OPEN,649,416
16,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,SC,314,269
17,Round 1,National Institute of Technology Durgapur,Fluid Mechanics and Heat Transfer,G1,SC,252,213
18,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Signal Processing & Control),G1,OPEN,521,403
19,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,OPEN,692,648
20,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,SC,482,451
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,EWS,550,502
2,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OPEN,651,537
3,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,SC,289,271
4,Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,G1,EWS,531,531
5,Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,G1,OPEN,678,571
6,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,ST,247,247
7,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,OBC-NCL,638,614
8,Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G1,OBC-NCL,598,560
9,Round 1,National Institute of Technology Arunachal Pradesh,Innovation and Entrepreneurship,G1,OPEN,448,350
10,Round 1,National Institute of Technology Arunachal Pradesh,Innovation and Entrepreneurship,G1,SC,263,250
11,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Transportation Engineering,G1,EWS,375,375
12,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mechanics of fluids,G1,OPEN,625,444
13,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),G1,ST,320,320
14,Round 1,"National Institute of Technology, Kurukshetra",Instrumentation,G1,SC,263,252
15,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,OPEN,616,546
16,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,SC,400,350
17,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OPEN,482,429
18,Round 1,National Institute of Technology Hamirpur,Mechanical Engineering (Design),G1,OBC-NCL,362,324
19,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,EWS,570,570
20,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,OPEN,596,574
,,,,,,,
1,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,ST,264,264
2,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,SC,395,283
3,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,SC,312,295
4,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,OBC-NCL,432,414
5,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,OBC-NCL,359,333
6,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,OPEN,545,378
7,Round 1,National Institute of Technology Arunachal Pradesh,Renewable Energy and Energy Management,G1,OPEN,371,364
8,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Transportation Engineering,G1,SC,392,392
9,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geotechnical Engineering,G1,EWS,371,371
10,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geotechnical Engineering,G1,OPEN,441,417
11,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,OBC-NCL,460,446
12,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,EWS,496,439
13,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,OPEN,434,382
14,Round 1,National Institute of Technology Durgapur,Machine Design,G1,EWS,449,433
15,Round 1,National Institute of Technology Hamirpur,Mechanical Engineering (Design),G1,OPEN,433,373
16,Round 1,National Institute of Technology Hamirpur,Mechanical Engineering (Design),G1,SC,311,265
17,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,EWS,392,367
18,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OPEN,536,450
19,Round 1,National Institute of Technology Agartala,VLSI Design,G1,OBC-NCL,517,475
20,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,EWS,469,434
,,,,,,,
1,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,OPEN,615,517
2,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,ST,267,266
3,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,EWS,406,406
4,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G5,OPEN,385,385
5,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,OBC-NCL,559,531
6,Round 1,"National Institute of Technology, Rourkela",Industrial Ceramics,G1,SC,206,206
7,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geoinformatics,G1,OPEN,496,442
8,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Geoinformatics,G1,SC,363,279
9,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OBC-NCL,382,360
10,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,G1,OBC-NCL,543,521
11,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,G1,EWS,525,517
12,Round 1,National Institute of Technology Durgapur,Machine Design,G1,ST,263,263
13,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,EWS,464,464
14,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,OPEN,679,512
15,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,SC,333,296
16,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,OPEN,613,512
17,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,SC,315,283
18,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,SC,252,252
19,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OBC-NCL,552,534
20,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,EWS,535,535
,,,,,,,
1,Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G1,EWS,586,557
2,Round 1,"National Institute of Technology, Rourkela",Machine Design & Analysis,G1,OPEN,630,602
3,Round 1,"National Institute of Technology, Jamshedpur",Geotechnical Engineering,G1,EWS,357,357
4,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Transportation Engineering,G1,ST,399,399
5,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mechatronics,G1,OPEN,555,488
6,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G2,OPEN,414,394
7,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G2,SC,301,301
8,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,G1,OBC-NCL,483,460
9,Round 1,National Institute of Technology Durgapur,Microelectronics & VLSI,G1,OBC-NCL,521,512
10,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,SC,376,350
11,Round 1,National Institute of Technology Agartala,VLSI Design,G1,SC,377,294
12,Round 1,National Institute of Technology Agartala,VLSI Design,G1,ST,264,264
13,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,547,547
14,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,ST,271,257
15,Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,G1,SC,378,359
16,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,OBC-NCL,614,598
17,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,OPEN,666,603
18,Round 1,National Institute of Technology Arunachal Pradesh,VLSI Design & Embedded Systems,G1,OPEN,442,408
19,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microwave Communication,G1,OPEN,425,412
20,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,G1,OBC-NCL,411,376
,,,,,,,
1,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G3,SC,316,316
2,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering,G1,OPEN,508,361
3,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering,G1,SC,245,224
4,Round 1,National Institute of Technology Durgapur,Microelectronics & VLSI,G1,ST,371,313
5,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,SC,392,379
6,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,ST,277,276
7,Round 1,National Institute of Technology Agartala,Water Resources Engineering,G1,OBC-NCL,339,339
8,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Thermal Systems Design,G1,EWS,442,384
9,Round 1,National Institute of Technology Uttarakhand,Machine Design,G1,OBC-NCL,382,343
10,Round 1,National Institute of Technology Uttarakhand,Machine Design,G1,OPEN,516,424
11,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G2,OPEN,492,441
12,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,OBC-NCL,647,647
13,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,SC,385,367
14,Round 1,National Institute of Technology Arunachal Pradesh,VLSI Design & Embedded Systems,G1,SC,271,263
15,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Thermal Engineering,G1,EWS,496,496
16,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,G1,SC,304,300
17,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,SC,407,375
18,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,SC,348,346
19,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,G1,OBC-NCL,479,465
20,Round 1,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,EWS,404,400
,,,,,,,
1,Round 1,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,OPEN,508,462
2,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,OBC-NCL,442,432
3,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,EWS,399,396
4,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,OBC-NCL,612,587
5,Round 1,National Institute of Technology Uttarakhand,Machine Design,G1,SC,241,241
6,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G1,EWS,520,488
7,Round 1,"National Institute of Technology, Jamshedpur",Geotechnical Engineering,G1,OPEN,434,389
8,Round 1,"National Institute of Technology, Jamshedpur",Geotechnical Engineering,G1,SC,295,284
9,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mechanics of Solids,G1,OBC-NCL,417,346
10,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mechanics of Solids,G1,EWS,361,331
11,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mineral and Energy Resources Engineering,G1,OPEN,395,352
